"SNF VBP Program Ranking","Footnote -- SNF VBP Program Ranking","CMS Certification Number (CCN)","Provider Name","Provider Address","City/Town","State","ZIP Code","Baseline Period: FY 2019 Risk-Standardized Readmission Rate","Footnote -- Baseline Period: FY 2019 Risk-Standardized Readmission Rate","Performance Period: FY 2022 Risk-Standardized Readmission Rate","Footnote -- Performance Period: FY 2022 Risk-Standardized Readmission Rate","Achievement Score","Footnote -- Achievement Score","Improvement Score","Footnote -- Improvement Score","Performance Score","Footnote -- Performance Score","Incentive Payment Multiplier","Footnote -- Incentive Payment Multiplier"
7275,,395067,GREEN RIDGE CARE CENTER,2741 BOULEVARD AVENUE,SCRANTON,PA,18509,0.20704,,0.21072,,0.00000,,0.00000,,0.00000,,0.9802538758,
1,,395068,PITTSBURGH SKILLED NURSING AND REHABILITATION CTR,550 SOUTH NEGLEY AVENUE,PITTSBURGH,PA,15232,0.19326,,0.16859,,100.00000,,90.00000,,100.00000,,1.0176785153,
7275,,395074,SPRING CREEK REHABILITATION AND NURSING CENTER,1205 SOUTH 28TH STREET,HARRISBURG,PA,17111,0.18243,,0.22337,,0.00000,,0.00000,,0.00000,,0.9802538758,
6633,,395075,NEW EASTWOOD HEALTHCARE AND REHABILITATION CENTER,2125 FAIRVIEW AVENUE,EASTON,PA,18042,0.19318,,0.20422,,12.34450,,0.00000,,12.34450,,0.9808584426,
7275,,395077,GARDEN SPRING NURSING AND REHABILITATION CENTER,1113 NORTH EASTON ROAD,WILLOW GROVE,PA,19090,0.19383,,0.23965,,0.00000,,0.00000,,0.00000,,0.9802538758,
6004,,395078,MARPLE GARDENS REHABILITATION AND NURSING CENTER,50 NORTH MALIN ROAD,BROOMALL,PA,19008,0.19728,,0.20127,,19.40191,,0.00000,,19.40191,,0.9816992147,
1079,,395080,PHOEBE ALLENTOWN HEALTH CARE CENTER,1925 TURNER STREET,ALLENTOWN,PA,18104,0.25577,,0.18253,,64.23445,,80.06388,,80.06388,,1.0161443296,
784,,395084,ACCELA REHAB AND CARE CENTER AT SOMERTON,650 EDISON AVENUE,PHILADELPHIA,PA,19116,0.17427,,0.17315,,86.67464,,19.34783,,86.67464,,1.0169876828,
7269,,395090,WINDBER WOODS SENIOR LIVING & REHABILITATION CTR,277 HOFFMAN AVENUE,WINDBER,PA,15963,0.22038,,0.21754,,0.00000,,0.60047,,0.60047,,0.9802694757,
4925,,395092,MEADOW VIEW REHABILITATION & HEALTHCARE CENTER,225 PARK STREET,MONTROSE,PA,18801,0.20329,,0.19659,,30.59809,,14.92861,,30.59809,,0.9847653277,
1,,395094,BERKS COUNTY HOME - BERKS HEIM,1011 BERKS ROAD,LEESPORT,PA,19533,0.15099,,0.15668,,100.00000,,0.00000,,100.00000,,1.0176785153,
3638,,395095,BRYN MAWR VILLAGE,773 EAST HAVERFORD ROAD,BRYN MAWR,PA,19010,0.23214,,0.20094,,20.19139,,44.94397,,44.94397,,0.9942711081,
7246,,395101,SAYRE HEALTH CARE CENTER,151 KEEFER LANE,SAYRE,PA,18840,0.21549,,0.21237,,0.00000,,1.80925,,1.80925,,0.9803038226,
775,,395103,"ELAN SKILLED NURSING AND REHAB, A JEWISH SENIOR LI",1101 VINE STREET,SCRANTON,PA,18510,0.16622,,0.17305,,86.91388,,0.00000,,86.91388,,1.0170094724,
6223,,395104,SAINT MARY'S VILLA NURSING HOM,516 ST. MARY'S VILLA ROAD,MOSCOW,PA,18444,0.17999,,0.20233,,16.86603,,0.00000,,16.86603,,0.9813319748,
3191,,395105,MOSSER NURSING HOME,1175 MOSSER ROAD,TREXLERTOWN,PA,18087,0.18573,,0.18853,,49.88038,,0.00000,,49.88038,,0.9988527601,
2430,,395108,"CROSS KEYS VILLAGE - BRETHREN HOME COMMUNITY, THE","BOX 128, 2990 CARLISLE PK",NEW OXFORD,PA,17350,0.19796,,0.18476,,58.89952,,41.65960,,58.89952,,1.0068895236,
7275,,395109,BEAVER HEALTHCARE AND REHABILITATION CENTER,616 GOLF COURSE ROAD,ALIQUIPPA,PA,15001,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.21200,,0.00000,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.00000,,0.9802538758,
7275,,395110,OAKWOOD HEALTHCARE & REHABILITATION CENTER,2109 RED LION ROAD,PHILADELPHIA,PA,19115,0.20956,,0.21240,,0.00000,,0.00000,,0.00000,,0.9802538758,
2662,,395117,"LUTHERAN HOME AT TOPTON, THE",ONE SOUTH HOME AVENUE,TOPTON,PA,19562,0.20730,,0.18604,,55.83732,,51.49748,,55.83732,,1.0043497762,
2001,,395121,SIMPSON HOUSE INC,2101 BELMONT AVENUE,PHILADELPHIA,PA,19131,0.18064,,0.18245,,64.42584,,0.00000,,64.42584,,1.0106817845,
4345,,395134,INGLIS HOUSE,2600 BELMONT AVENUE,PHILADELPHIA,PA,19131,0.21962,,0.19856,,25.88517,,37.16216,,37.16216,,0.9882277933,
7275,,395135,PENNYPACK NURSING AND REHABILITATION CENTER,8015 LAWNDALE AVENUE,PHILADELPHIA,PA,19111,0.23201,,0.23235,,0.00000,,0.00000,,0.00000,,0.9802538758,
906,,395138,MIFFLIN CENTER,500 EAST PHILADELPHIA AVENUE,SHILLINGTON,PA,19607,0.17161,,0.17434,,83.82775,,0.00000,,83.82775,,1.0166867617,
7275,,395142,"GARDENS AT BLUE RIDGE, THE",3625 NORTH PROGRESS AVE,HARRISBURG,PA,17110,0.19811,,0.24500,,0.00000,,0.00000,,0.00000,,0.9802538758,
6318,,395146,CANTERBURY PLACE,310 FISK STREET,PITTSBURGH,PA,15201,0.21591,,0.20628,,7.41627,,15.82612,,15.82612,,0.9812045979,
1499,,395148,RIVER VIEW NURSING AND REHABILITATION CENTER,1555 EAST END BOULEVARD PLAINS TWP,WILKES BARRE,PA,18711,0.17107,,0.17919,,72.22488,,0.00000,,72.22488,,1.0142245319,
6188,,395166,AVENTURA AT PEMBROOKE,1130 WEST CHESTER PIKE,WEST CHESTER,PA,19380,0.22050,,0.20919,,0.00000,,17.25064,,17.25064,,0.9813822985,
1,,395167,VALLEY MANOR REHABILITATION AND HEALTHCARE CENTER,7650 ROUTE 309,COOPERSBURG,PA,18036,0.18851,,0.16419,,100.00000,,90.00000,,100.00000,,1.0176785153,
1574,,395168,YORKVIEW NURSING AND REHABILITATION,970 COLONIAL AVENUE,YORK,PA,17403,0.20368,,0.17976,,70.86124,,65.33226,,70.86124,,1.0137426513,
7275,,395171,RIVERTON REHABILITATION AND HEALTHCARE CENTER,803 NORTH WAHNETA ST,ALLENTOWN,PA,18103,0.18484,,0.20908,,0.00000,,0.00000,,0.00000,,0.9802538758,
1430,,395172,"MANOR AT PENN VILLAGE, THE",51 ROUTE 204,SELINSGROVE,PA,17870,0.17398,,0.17877,,73.22967,,0.00000,,73.22967,,1.0145473568,
4443,,395173,WESTGATE HILLS REHABILITATION AND NURSING CTR,2050 OLD WEST CHESTER PIKE,HAVERTOWN,PA,19083,0.18939,,0.19427,,36.14833,,0.00000,,36.14833,,0.9875933227,
7275,,395176,AMBLER EXTENDED CARE CENTER,32 SOUTH BETHLEHEM PIKE,AMBLER,PA,19002,0.17295,,0.21071,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,395177,ROSE CITY NURSING AND REHAB AT LANCASTER,425 NORTH DUKE STREET,LANCASTER,PA,17602,0.16327,,0.21835,,0.00000,,0.00000,,0.00000,,0.9802538758,
3256,,395180,CORNWALL MANOR,BOYD STREET,CORNWALL,PA,17016,0.18441,,0.18885,,49.11483,,0.00000,,49.11483,,0.9981273279,
7275,,395182,ST JOHN NEUMANN CTR FOR REHAB & HEALTHCARE,10400 ROOSEVELT AVENUE,PHILADELPHIA,PA,19116,0.18596,,0.21596,,0.00000,,0.00000,,0.00000,,0.9802538758,
7065,,395188,BUCKINGHAM VALLEY REHABILITATION AND NURSINGCENTER,820 DURHAM ROAD,BUCKINGHAM,PA,18912,0.22476,,0.21844,,0.00000,,6.47214,,6.47214,,0.9804820201,
2623,,395199,ABBEYVILLE SKILLED NURSING AND REHABILITATION CENT,100 ABBEYVILLE ROAD,LANCASTER,PA,17603,0.17209,,0.18582,,56.36364,,0.00000,,56.36364,,1.0048051694,
7275,,395200,WALNUT CREEK HEALTHCARE AND REHABILITATION CENTER,4850 ZUCK ROAD,ERIE,PA,16506,0.20069,,0.21425,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,395202,BROOMALL MANOR,43 CHURCH LANE,BROOMALL,PA,19008,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.21299,,0.00000,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.00000,,0.9802538758,
7275,,395203,AVENTURA AT PROSPECT,815 CHESTER PIKE,PROSPECT PARK,PA,19076,0.17709,,0.20776,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,395206,SARAH REED SENIOR LIVING,227 WEST 22ND STREET,ERIE,PA,16502,0.17944,,0.22655,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,395208,BELAIR HEALTHCARE AND REHABILITATION CENTER,100 LITTLE ROAD,LOWER BURRELL,PA,15068,0.19010,,0.20772,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,395217,RICHBORO REHABILITATION & NURSING CENTER,253 TWINING FORD ROAD,RICHBORO,PA,18954,0.20284,,0.23813,,0.00000,,0.00000,,0.00000,,0.9802538758,
3543,,395221,BEDFORD SKILLED NURSING AND REHABILITATION CENTER,136 DONAHOE MANOR ROAD,BEDFORD,PA,15522,0.19327,,0.19007,,46.19617,,8.55932,,46.19617,,0.9954018604,
1465,,395223,"GARDENS AT WEST SHORE, THE",770 POPLAR CHURCH ROAD,CAMP HILL,PA,17011,0.16575,,0.17896,,72.77512,,0.00000,,72.77512,,1.0144045797,
4831,,395224,HAMILTON ARMS CENTER,336 SOUTH WEST END AVENUE,LANCASTER,PA,17603,0.19450,,0.19618,,31.57895,,0.00000,,31.57895,,0.9851892470,
3072,,395226,SPRUCE MANOR NURSING & REHABILITATION CENTER,220 S. FOURTH AVENUE,WEST READING,PA,19611,0.19288,,0.18799,,51.17225,,16.06850,,51.17225,,1.0000765805,
7275,,395227,BROOKSIDE HEALTHCARE & REHABILITATION CENTER,2630 WOODLAND ROAD,ROSLYN,PA,19001,0.22423,,0.23996,,0.00000,,0.00000,,0.00000,,0.9802538758,
1787,,395228,COLE PLACE,1001 EAST SECOND STREET,COUDERSPORT,PA,16915,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.18131,,67.15311,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",67.15311,,1.0121486072,
629,,395231,HERMITAGE NURSING AND REHABILITATION,500 CLARKSVILLE ROAD,HERMITAGE,PA,16148,0.19933,,0.17110,,91.57895,,90.00000,,91.57895,,1.0173482479,
6387,,395237,WYOMISSING HEALTH AND REHABILITATION CENTER,1000 EAST WYOMISSING BLVD,READING,PA,19611,0.17360,,0.20310,,15.02392,,0.00000,,15.02392,,0.9811144676,
1670,,395241,HILLTOP HEALTHCARE AND REHABILITATION CENTER,700 S. CAYUGA AVENUE,ALTOONA,PA,16602,0.19080,,0.18044,,69.23445,,44.02982,,69.23445,,1.0130968497,
2827,,395243,LAUREL RIDGE CENTER,75 HICKLE STREET,UNIONTOWN,PA,15401,0.20652,,0.18686,,53.87560,,48.35142,,53.87560,,1.0025961426,
2186,,395244,SAINT PAUL HOMES,339 EAST JAMESTOWN ROAD,GREENVILLE,PA,16125,0.19180,,0.18348,,61.96172,,32.59602,,61.96172,,1.0091261249,
7275,,395247,"GARDENS AT GETTYSBURG, THE",741 CHAMBERSBURG ROAD,GETTYSBURG,PA,17325,0.19106,,0.21048,,0.00000,,0.00000,,0.00000,,0.9802538758,
1885,,395248,TRANSITIONS HEALTHCARE AUTUMN GROVE CARE CENTER,555 SOUTH MAIN STREET,HARRISVILLE,PA,16038,0.19064,,0.18186,,65.83732,,36.86934,,65.83732,,1.0114737344,
6360,,395249,HAMPTON HOUSE REHABILITATION AND NURSING CENTER,1548 SANS SOUCI PARKWAY,WILKES BARRE,PA,18702,0.19431,,0.20300,,15.26316,,0.00000,,15.26316,,0.9811406402,
7275,,395250,HOLY FAMILY MANOR,1200 SPRING STREET,BETHLEHEM,PA,18018,0.17810,,0.21707,,0.00000,,0.00000,,0.00000,,0.9802538758,
4697,,395251,SHADYSIDE SKILLED NURSING AND REHABILITATION CTR,5609 FIFTH AVENUE,PITTSBURGH,PA,15232,0.18297,,0.19548,,33.25359,,0.00000,,33.25359,,0.9859859738,
1745,,395252,"GARDENS AT YORK TERRACE, THE",2401 WEST MARKET STREET,POTTSVILLE,PA,17901,0.19867,,0.18099,,67.91866,,55.96552,,67.91866,,1.0125139729,
7275,,395256,HARBORVIEW REHABILITATION AND CARE CENTER AT LANSD,25 WEST FIFTH STREET,LANSDALE,PA,19446,0.21102,,0.20909,,0.00000,,0.00000,,0.00000,,0.9802538758,
1562,,395258,SILVER LAKE HEALTHCARE CENTER,905 TOWER ROAD,BRISTOL,PA,19007,0.19380,,0.17968,,71.05263,,53.51637,,71.05263,,1.0138134517,
7275,,395259,STATESMAN HEALTH & REHABILITATION CENTER,2629 TRENTON ROAD,LEVITTOWN,PA,19056,0.18966,,0.24737,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,395260,CARBONDALE NURSING AND REHABILITATION CENTER,10 HART PLACE,CARBONDALE,PA,18407,0.18823,,0.22013,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,395261,BUFFALO VALLEY LUTHERAN VILLAG,189 EAST TRESSLER BOULEVARD,LEWISBURG,PA,17837,0.20695,,0.23393,,0.00000,,0.00000,,0.00000,,0.9802538758,
745,,395262,GREENFIELD HEALTHCARE AND REHABILITATION CENTER,1521 WEST 54TH STREET,ERIE,PA,16509,0.18349,,0.17270,,87.75120,,73.07525,,87.75120,,1.0170819414,
3535,,395264,PROMEDICA SKILLED NRSG AND REHAB (WEST ALLEN),535 NORTH 17TH STREET,ALLENTOWN,PA,18104,0.20592,,0.19003,,46.29187,,38.83448,,46.29187,,0.9954894866,
1220,,395265,"PAVILION AT ST LUKE VILLAGE, THE",1000 STACIE DRIVE,HAZLETON,PA,18201,0.19676,,0.17718,,77.03349,,67.27759,,77.03349,,1.0155511463,
4203,,395266,BEAVER VALLEY HEALTHCARE AND REHABILITATION CENTER,257 GEORGETOWN ROAD,BEAVER FALLS,PA,15010,0.19266,,0.19322,,38.66029,,0.00000,,38.66029,,0.9892338445,
7275,,395270,FOREST PARK NURSING AND REHABILITATION,700 WALNUT BOTTOM ROAD,CARLISLE,PA,17013,0.19795,,0.20838,,0.00000,,0.00000,,0.00000,,0.9802538758,
1407,,395276,"SUMMIT AT BLUE MOUNTAIN NURSING & REHAB CTR, THE",211 NORTH 12TH STREET,LEHIGHTON,PA,18235,0.22250,,0.18098,,67.94258,,73.59171,,73.59171,,1.0146573249,
6348,,395277,HARBORVIEW REHABILITATION CARE CENTER AT DOYLESTOW,432 MAPLE AVENUE,DOYLESTOWN,PA,18901,0.18950,,0.20295,,15.38278,,0.00000,,15.38278,,0.9811539489,
7275,,395278,SAINT JOSEPH VILLA,110 WEST WISSAHICKON AVE,FLOURTOWN,PA,19031,0.20386,,0.21450,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,395282,ST FRANCIS CENTER FOR REHABILITATION & HEALTHCARE,1412 LANSDOWNE AVENUE,DARBY,PA,19023,0.17801,,0.21655,,0.00000,,0.00000,,0.00000,,0.9802538758,
2439,,395283,RIVERWOODS,3201 RIVER ROAD,LEWISBURG,PA,17837,0.20522,,0.18481,,58.77990,,52.41210,,58.77990,,1.0067956507,
2919,,395284,"PHOENIX CENTER FOR REHABILITATION AND NURSING,THE",833 SOUTH MAIN STREET,PHOENIXVILLE,PA,19460,0.21819,,0.19013,,46.05263,,52.83182,,52.83182,,1.0016338350,
7275,,395286,BROAD MOUNTAIN HEALTH AND REHABILITATION CENTER,500 WEST LAUREL STREET,FRACKVILLE,PA,17931,0.16832,,0.22610,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,395288,"GARDENS AT STROUD, THE",221 EAST BROWN STREET,EAST STROUDSBURG,PA,18301,0.19391,,0.21886,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,395289,SOUTH HILLS REHABILITATION AND WELLNESS CENTER,201 VILLAGE DRIVE,CANONSBURG,PA,15317,0.19917,,0.25891,,0.00000,,0.00000,,0.00000,,0.9802538758,
6223,,395290,PLEASANT ACRES REHABILITATION AND NURSING CENTER,"118 PLEASANT ACRES RD,RD7",YORK,PA,17402,0.17934,,0.20233,,16.86603,,0.00000,,16.86603,,0.9813319748,
3055,,395292,WESBURY UNITED METHODIST COMMU,31 NORTH PARK AVE EXT,MEADVILLE,PA,16335,0.19407,,0.18794,,51.29187,,20.12295,,51.29187,,1.0001895875,
7275,,395295,MURRYSVILLE REHABILITATION AND WELLNESS CENTER,3300 LOGAN FERRY ROAD,MURRYSVILLE,PA,15668,0.22679,,0.24528,,0.00000,,0.00000,,0.00000,,0.9802538758,
2632,,395296,MEADOWVIEW REHABILITATION AND NURSING CENTER,9209 RIDGE PIKE,WHITE MARSH,PA,19128,0.19241,,0.18586,,56.26794,,23.80387,,56.26794,,1.0047228971,
5346,,395297,EMBASSY OF HUNTINGDON PARK,1229 WARM SPRINGS AVENUE,HUNTINGDON,PA,16652,0.15813,,0.19835,,26.38756,,0.00000,,26.38756,,0.9832688685,
7223,,395298,LAKEWOOD REHABILITATION & HEALTHCARE CENTER,147 OLD NEWPORT STREET,NANTICOKE,PA,18634,0.21846,,0.21469,,0.00000,,2.72699,,2.72699,,0.9803327689,
7275,,395300,WEXFORD HEALTHCARE CENTER,9850 OLD PERRY HIGHWAY,WEXFORD,PA,15090,0.18257,,0.20890,,0.00000,,0.00000,,0.00000,,0.9802538758,
5326,,395305,CHANDLER HALL HEALTH SERVICES,99 BARCLAY STREET,NEWTOWN,PA,18940,0.18675,,0.19824,,26.65072,,0.00000,,26.65072,,0.9833483398,
2990,,395309,YORK SOUTH SKILLED NURSING AND REHABILITATION CTR,200 PAULINE DRIVE,YORK,PA,17402,0.16366,,0.18761,,52.08134,,0.00000,,52.08134,,1.0009328562,
4128,,395311,BRYN MAWR EXTENDED CARE CENTER,956 RAILROAD AVENUE,BRYN MAWR,PA,19010,0.20118,,0.19291,,39.40191,,21.24564,,39.40191,,0.9897617475,
7275,,395316,ST LUKE'S REHABILITATION AND NURSING CENTER,360 WEST RUDDLE STREET,COALDALE,PA,18218,0.19189,,0.21795,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,395318,"GREEN HOME, INC, THE",37 CENTRAL AVENUE,WELLSBORO,PA,16901,0.18014,,0.20959,,0.00000,,0.00000,,0.00000,,0.9802538758,
3303,,395319,MANATAWNY CENTER FOR REHABILITATION AND NURSING,30 OLD SCHUYLKILL ROAD,POTTSTOWN,PA,19465,0.18957,,0.18905,,48.63636,,0.00000,,48.63636,,0.9976750426,
4439,,395321,"RYDAL PARK OF PHILADELPHIA PRESBYTERY HOMES, INC",1515 THE FAIRWAY,RYDAL,PA,19046,0.25056,,0.21723,,0.00000,,36.20410,,36.20410,,0.9876272501,
1,,395324,ALLIED SERVICES MEADE STREET SKILLED NURSING,200 S. MEADE STREET,WILKES BARRE,PA,18702,0.18792,,0.15535,,100.00000,,90.00000,,100.00000,,1.0176785153,
1,,395325,MORAVIAN MANOR,300 WEST LEMON STREET,LITITZ,PA,17543,0.16265,,0.16200,,100.00000,,90.00000,,100.00000,,1.0176785153,
4758,,395326,"ZERBE SISTERS NURSING CENTER,",2499 ZERBE ROAD,NARVON,PA,17555,0.17793,,0.19582,,32.44019,,0.00000,,32.44019,,0.9855872290,
4482,,395328,BRETHREN VILLAGE,3001 LITITZ PIKE,LANCASTER,PA,17606,0.17041,,0.19446,,35.69378,,0.00000,,35.69378,,0.9873210193,
7275,,395329,WILLIAM HOOD DUNWOODY CARE CTR,3500 WEST CHESTER PIKE,NEWTOWN SQUARE,PA,19073,0.18884,,0.21316,,0.00000,,0.00000,,0.00000,,0.9802538758,
5974,,395330,CHELTENHAM NURSING AND REHAB C,600 W CHELTENHAM AVENUE,PHILADELPHIA,PA,19126,0.21958,,0.20725,,5.09569,,19.70447,,19.70447,,0.9817490050,
5388,,395331,MOUNTAIN LAUREL HEALTHCARE AND REHABILITATION CTR,700 LEONARD STREET,CLEARFIELD,PA,16830,0.17664,,0.19855,,25.90909,,0.00000,,25.90909,,0.9831287427,
1435,,395332,WAYNE CENTER,30 WEST AVENUE,WAYNE,PA,19087,0.21901,,0.18043,,69.25837,,73.19214,,73.19214,,1.0145357686,
4730,,395333,ROBERT PACKER HOSPITAL SKILLED CARE AND REHABILIT,91 HOSPITAL DRIVE,TOWANDA,PA,18848,0.18986,,0.19563,,32.89474,,0.00000,,32.89474,,0.9858072785,
7275,,395334,CHESTNUT HILL LODGE HEALTH AND REHAB CTR,8833 STENTON AVENUE,WYNDMOOR,PA,19038,0.20765,,0.20814,,0.00000,,0.00000,,0.00000,,0.9802538758,
962,,395335,WILLIAM PENN HEALTHCARE AND REHABILITATION CENTER,163 SUMMIT DRIVE,LEWISTOWN,PA,17044,0.17432,,0.17492,,82.44019,,0.00000,,82.44019,,1.0165083181,
1,,395336,QUARRYVILLE PRESBYTERIAN RETIREMENT COMMUNITY,625 ROBERT FULTON HIGHWAY,QUARRYVILLE,PA,17566,0.17017,,0.16488,,100.00000,,90.00000,,100.00000,,1.0176785153,
7275,,395338,IMMACULATEMARYCENTER FOR REHABILITATION & HEALTHCARE,2990 HOLME AVENUE,PHILADELPHIA,PA,19136,0.16665,,0.22059,,0.00000,,0.00000,,0.00000,,0.9802538758,
4837,,395341,ELK HAVEN NURSING HOME,785 JOHNSONBURG ROAD,SAINT MARYS,PA,15857,0.20469,,0.19620,,31.53110,,19.24329,,31.53110,,0.9851678506,
3832,,395342,HOPKINS CENTER,8100 WASHINGTON LANE,WYNCOTE,PA,19095,0.20836,,0.19152,,42.72727,,38.52546,,42.72727,,0.9923581240,
3443,,395343,STONERIDGE TOWNE CENTRE,7 WEST PARK AVENUE,MYERSTOWN,PA,17067,0.15048,,0.18962,,47.27273,,0.00000,,47.27273,,0.9963958112,
6702,,395344,POTTSVILLE REHABILITATION AND NURSING CENTER,420 PULASKI DRIVE,POTTSVILLE,PA,17901,0.19728,,0.20460,,11.43541,,0.00000,,11.43541,,0.9807853892,
7275,,395345,MAPLE RIDGE REHABILITATION & HEALTHCARE CENTER,615 WYOMING AVENUE,KINGSTON,PA,18704,0.20385,,0.23528,,0.00000,,0.00000,,0.00000,,0.9802538758,
6547,,395347,OAK HILL CENTER FOR REHABILITATION AND NURSING,1020 NORTH UNION STREET,MIDDLETOWN,PA,17057,0.19032,,0.20387,,13.18182,,0.00000,,13.18182,,0.9809315755,
1,,395348,CHAMBERSBURG SKILLED NURSING AND REHABILITATION CE,1070 STOUFFER AVENUE,CHAMBERSBURG,PA,17201,0.21446,,0.16675,,100.00000,,90.00000,,100.00000,,1.0176785153,
1032,,395350,LOCUST GROVE RETIREMENT VILLAGE,69 COTTAGE ROAD,MIFFLIN,PA,17058,0.20171,,0.17553,,80.98086,,76.71036,,80.98086,,1.0162942325,
3359,,395352,BROAD ACRES HEALTH AND REHABILITATION,1883 SHUMWAY HILL ROAD,WELLSBORO,PA,16901,0.19640,,0.18930,,48.03828,,21.56192,,48.03828,,0.9971118204,
7275,,395354,SILVER STREAM NURSING AND REHABILITATION CENTER,905 PENLLYN PIKE,SPRING HOUSE,PA,19477,0.20336,,0.26870,,0.00000,,0.00000,,0.00000,,0.9802538758,
927,,395355,"PAVILION AT BRMC, THE",200 PLEASANT STREET,BRADFORD,PA,16701,0.17594,,0.17451,,83.42105,,17.80702,,83.42105,,1.0166368236,
7275,,395357,ELLEN MEMORIAL HEALTH CARE CENTER,23 ELLEN MEMORIAL LANE,HONESDALE,PA,18431,0.19846,,0.21565,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,395359,JERSEY SHORE SKILLED NURSING AND REHABILITATION CE,1008 THOMPSON STREET,JERSEY SHORE,PA,17740,0.19567,,0.22056,,0.00000,,0.00000,,0.00000,,0.9802538758,
6750,,395360,GERMANTOWN HOME,6950 GERMANTOWN AVENUE,PHILADELPHIA,PA,19119,0.17887,,0.20487,,10.78947,,0.00000,,10.78947,,0.9807372163,
3182,,395363,KINZUA HEALTHCARE AND REHABILITATION CENTER,205 WATER STREET,WARREN,PA,16365,0.18756,,0.18849,,49.97608,,0.00000,,49.97608,,0.9989435120,
7275,,395364,WILLIAMSPORT NORTH REHABILITATION AND NURSING CENT,300 LEADER DRIVE,WILLIAMSPORT,PA,17701,0.18103,,0.20904,,0.00000,,0.00000,,0.00000,,0.9802538758,
1176,,395365,SPANG CREST MANOR,945 DUKE STREET,LEBANON,PA,17042,0.18760,,0.17681,,77.91866,,55.17847,,77.91866,,1.0157412149,
5753,,395366,PINE RUN HEALTH CENTER,777 FERRY ROAD,DOYLESTOWN,PA,18901,0.20124,,0.20014,,22.10526,,0.00000,,22.10526,,0.9821961200,
1914,,395367,OXFORD HEALTH CENTER,7 EAST LOCUST STREET,OXFORD,PA,19363,0.20889,,0.18202,,65.45455,,63.51096,,65.45455,,1.0112660132,
7275,,395370,LUTHER WOODS NURSING AND REHABILITATION CENTER,313 COUNTY LINE ROAD,HATBORO,PA,19040,0.19293,,0.21371,,0.00000,,0.00000,,0.00000,,0.9802538758,
2887,,395371,QUALITY LIFE SERVICES - APOLLO,151 GOODVIEW DRIVE,APOLLO,PA,15613,0.21031,,0.18714,,53.20574,,52.01280,,53.20574,,1.0019804602,
3519,,395372,CAPITOL REHABILITATION AND HEALTHCARE CENTER,4000 LINGLESTOWN ROAD,HARRISBURG,PA,17112,0.16705,,0.18997,,46.43541,,0.00000,,46.43541,,0.9956212040,
1,,395373,GREENWOOD CENTER FOR REHABILITATION AND NURSING,276 GREEN AVE EXTENDED,LEWISTOWN,PA,17044,0.18372,,0.16188,,100.00000,,90.00000,,100.00000,,1.0176785153,
6763,,395374,YEADON REHABILITATION AND NURSING CENTER,LANSDOWNE AND LINCOLN AVE,YEADON,PA,19050,0.19638,,0.20494,,10.62201,,0.00000,,10.62201,,0.9807252077,
2567,,395375,SWAIM HEALTH CENTER,210 BIG SPRING ROAD,NEWVILLE,PA,17241,0.17489,,0.18550,,57.12919,,0.00000,,57.12919,,1.0054543729,
1564,,395378,QUINCY RETIREMENT COMMUNITY,6596 ORPHANAGE ROAD,WAYNESBORO,PA,17268,0.18632,,0.17970,,71.00478,,34.75976,,71.00478,,1.0137958498,
1,,395379,WECARE AT LOYALSOCK REHABILITATION AND NURSING CEN,1445 SYCAMORE ROAD,MONTOURSVILLE,PA,17754,0.18010,,0.16388,,100.00000,,90.00000,,100.00000,,1.0176785153,
7275,,395380,SAUNDERS NURSING AND REHABILITATION CENTER,100 LANCASTER AVENUE,WYNNEWOOD,PA,19096,0.18179,,0.23715,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,395384,POCOPSON HOME,1695 LENAPE ROAD,WEST CHESTER,PA,19382,0.17809,,0.21932,,0.00000,,0.00000,,0.00000,,0.9802538758,
